indexSequence,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5
CHR-1-Sequence-48,26.4591439689,35.0194552529,38.5214007782,0.0,0.0,29.5719844358,24.513618677,45.5252918288,0.389105058366,0.0,14.7859922179,33.4630350195,50.5836575875,0.778210116732,0.389105058366
CHR-1-Sequence-51,29.9610894942,32.2957198444,37.7431906615,0.0,0.0,25.2918287938,29.9610894942,44.7470817121,0.0,0.0,14.0077821012,28.4046692607,57.1984435798,0.389105058366,0.0
CHR-1-Sequence-52,24.9027237354,33.8521400778,40.8560311284,0.0,0.389105058366,22.9571984436,31.1284046693,45.5252918288,0.0,0.389105058366,10.5058365759,31.906614786,57.5875486381,0.0,0.0
CHR-1-Sequence-59,25.6809338521,32.6848249027,41.6342412451,0.0,0.0,24.1245136187,23.7354085603,51.7509727626,0.389105058366,0.0,11.673151751,33.8521400778,54.4747081712,0.0,0.0
CHR-1-Sequence-60,18.2879377432,34.2412451362,47.4708171206,0.0,0.0,17.5097276265,25.2918287938,56.420233463,0.0,0.778210116732,8.94941634241,26.8482490272,63.813229572,0.389105058366,0.0
CHR-1-Sequence-61,31.1284046693,34.6303501946,33.8521400778,0.389105058366,0.0,25.6809338521,31.1284046693,42.0233463035,1.1673151751,0.0,14.3968871595,31.1284046693,54.0856031128,0.0,0.389105058366
CHR-1-Sequence-63,13.6186770428,35.4085603113,50.9727626459,0.0,0.0,14.3968871595,27.2373540856,58.3657587549,0.0,0.0,9.72762645914,25.2918287938,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-66,28.7937743191,34.2412451362,36.9649805447,0.0,0.0,26.4591439689,29.1828793774,43.9688715953,0.389105058366,0.0,14.3968871595,31.1284046693,54.0856031128,0.0,0.389105058366
CHR-1-Sequence-67,14.3968871595,28.4046692607,57.1984435798,0.0,0.0,12.8404669261,28.4046692607,58.3657587549,0.389105058366,0.0,3.50194552529,23.3463035019,72.7626459144,0.389105058366,0.0
CHR-1-Sequence-68,0.389105058366,15.5642023346,83.6575875486,0.389105058366,0.0,0.389105058366,10.8949416342,87.1595330739,1.55642023346,0.0,0.389105058366,3.50194552529,96.1089494163,0.0,0.0
CHR-1-Sequence-69,18.2879377432,33.8521400778,47.859922179,0.0,0.0,16.7315175097,29.5719844358,53.6964980545,0.0,0.0,8.56031128405,26.8482490272,64.5914396887,0.0,0.0
CHR-1-Sequence-70,10.1167315175,28.4046692607,61.4785992218,0.0,0.0,10.5058365759,23.3463035019,65.3696498054,0.389105058366,0.389105058366,3.89105058366,24.1245136187,71.9844357977,0.0,0.0
CHR-1-Sequence-71,29.1828793774,36.5758754864,34.2412451362,0.0,0.0,24.9027237354,28.0155642023,45.9143968872,0.778210116732,0.389105058366,14.7859922179,30.7392996109,54.0856031128,0.389105058366,0.0
CHR-1-Sequence-72,11.673151751,31.906614786,56.420233463,0.0,0.0,7.78210116732,21.0116731518,71.2062256809,0.0,0.0,0.0,17.1206225681,82.4902723735,0.389105058366,0.0
CHR-1-Sequence-73,17.8988326848,27.626459144,54.4747081712,0.0,0.0,17.5097276265,17.8988326848,64.2023346304,0.389105058366,0.0,7.00389105058,23.7354085603,69.2607003891,0.0,0.0
CHR-1-Sequence-74,29.5719844358,31.906614786,38.5214007782,0.0,0.0,23.3463035019,26.8482490272,49.4163424125,0.389105058366,0.0,11.673151751,26.4591439689,61.4785992218,0.0,0.389105058366
CHR-1-Sequence-76,22.1789883268,32.6848249027,45.1361867704,0.0,0.0,17.8988326848,30.3501945525,51.3618677043,0.389105058366,0.0,7.39299610895,24.9027237354,67.3151750973,0.389105058366,0.0
CHR-1-Sequence-78,24.1245136187,34.6303501946,41.2451361868,0.0,0.0,25.2918287938,29.5719844358,44.7470817121,0.389105058366,0.0,21.0116731518,29.9610894942,47.859922179,0.389105058366,0.778210116732
CHR-1-Sequence-79,19.4552529183,31.906614786,48.6381322957,0.0,0.0,17.5097276265,26.4591439689,55.2529182879,0.389105058366,0.389105058366,10.8949416342,27.626459144,61.4785992218,0.0,0.0
CHR-1-Sequence-83,14.0077821012,26.4591439689,59.53307393,0.0,0.0,12.4513618677,25.6809338521,61.4785992218,0.389105058366,0.0,7.39299610895,22.5680933852,69.6498054475,0.389105058366,0.0
CHR-1-Sequence-84,17.5097276265,30.3501945525,52.140077821,0.0,0.0,17.5097276265,29.5719844358,52.5291828794,0.389105058366,0.0,6.61478599222,28.4046692607,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-85,0.778210116732,13.6186770428,85.6031128405,0.0,0.0,0.778210116732,9.33852140078,89.4941634241,0.389105058366,0.0,0.0,1.94552529183,97.2762645914,0.389105058366,0.389105058366
CHR-1-Sequence-86,21.7898832685,36.9649805447,41.2451361868,0.0,0.0,20.233463035,29.9610894942,49.8054474708,0.0,0.0,14.0077821012,30.3501945525,55.6420233463,0.0,0.0
CHR-1-Sequence-87,8.56031128405,27.626459144,63.813229572,0.0,0.0,3.11284046693,21.0116731518,74.7081712062,1.1673151751,0.0,0.0,10.8949416342,88.326848249,0.389105058366,0.389105058366
CHR-1-Sequence-91,24.1245136187,33.8521400778,42.0233463035,0.0,0.0,25.2918287938,24.9027237354,49.4163424125,0.389105058366,0.0,9.72762645914,30.3501945525,59.53307393,0.389105058366,0.0
CHR-1-Sequence-92,16.7315175097,39.2996108949,43.9688715953,0.0,0.0,18.6770428016,28.4046692607,52.140077821,0.778210116732,0.0,8.17120622568,28.4046692607,63.0350194553,0.389105058366,0.0
CHR-1-Sequence-93,8.17120622568,30.3501945525,61.4785992218,0.0,0.0,7.00389105058,20.6225680934,71.5953307393,0.389105058366,0.389105058366,2.33463035019,13.6186770428,83.6575875486,0.389105058366,0.0
CHR-1-Sequence-94,28.4046692607,35.7976653696,35.7976653696,0.0,0.0,26.8482490272,30.3501945525,42.0233463035,0.778210116732,0.0,11.673151751,32.6848249027,55.2529182879,0.389105058366,0.0
CHR-1-Sequence-97,26.0700389105,34.6303501946,39.2996108949,0.0,0.0,28.4046692607,28.0155642023,42.4124513619,1.1673151751,0.0,19.8443579767,28.0155642023,50.5836575875,1.1673151751,0.389105058366
CHR-1-Sequence-98,17.5097276265,28.4046692607,53.6964980545,0.389105058366,0.0,14.3968871595,21.0116731518,63.4241245136,1.1673151751,0.0,7.00389105058,28.7937743191,63.813229572,0.389105058366,0.0
CHR-1-Sequence-101,11.673151751,32.6848249027,55.2529182879,0.389105058366,0.0,8.94941634241,24.1245136187,66.9260700389,0.0,0.0,3.89105058366,20.233463035,75.0972762646,0.0,0.778210116732
CHR-1-Sequence-105,8.17120622568,30.3501945525,61.4785992218,0.0,0.0,7.78210116732,25.2918287938,65.7587548638,0.778210116732,0.389105058366,4.28015564202,22.5680933852,72.373540856,0.389105058366,0.389105058366
CHR-1-Sequence-106,32.6848249027,32.6848249027,34.6303501946,0.0,0.0,24.513618677,30.3501945525,45.1361867704,0.0,0.0,14.0077821012,30.7392996109,54.4747081712,0.389105058366,0.389105058366
CHR-1-Sequence-107,10.1167315175,28.0155642023,61.8677042802,0.0,0.0,12.4513618677,30.3501945525,57.1984435798,0.0,0.0,7.00389105058,29.9610894942,63.0350194553,0.0,0.0
CHR-1-Sequence-108,8.17120622568,27.626459144,64.2023346304,0.0,0.0,7.78210116732,25.6809338521,66.1478599222,0.389105058366,0.0,4.28015564202,18.2879377432,77.0428015564,0.0,0.389105058366
CHR-1-Sequence-112,6.61478599222,21.0116731518,72.373540856,0.0,0.0,2.72373540856,17.1206225681,78.9883268482,0.389105058366,0.778210116732,0.389105058366,13.2295719844,85.6031128405,0.0,0.778210116732
CHR-1-Sequence-113,10.1167315175,30.7392996109,59.1439688716,0.0,0.0,9.72762645914,27.626459144,62.2568093385,0.389105058366,0.0,6.61478599222,27.626459144,65.3696498054,0.389105058366,0.0
CHR-1-Sequence-115,9.72762645914,29.5719844358,60.7003891051,0.0,0.0,10.1167315175,22.1789883268,67.3151750973,0.389105058366,0.0,4.66926070039,26.4591439689,67.7042801556,0.778210116732,0.389105058366
CHR-1-Sequence-116,28.7937743191,36.5758754864,34.2412451362,0.389105058366,0.0,25.6809338521,31.5175097276,42.4124513619,0.389105058366,0.0,11.2840466926,35.0194552529,53.3073929961,0.0,0.389105058366
CHR-1-Sequence-117,31.1284046693,33.0739299611,35.7976653696,0.0,0.0,28.4046692607,27.626459144,43.9688715953,0.0,0.0,14.3968871595,34.2412451362,51.3618677043,0.0,0.0
CHR-1-Sequence-121,23.7354085603,32.6848249027,43.579766537,0.0,0.0,21.4007782101,31.906614786,46.3035019455,0.389105058366,0.0,12.0622568093,28.4046692607,59.1439688716,0.0,0.389105058366
CHR-1-Sequence-122,1.55642023346,16.3424124514,81.7120622568,0.389105058366,0.0,3.50194552529,10.8949416342,84.046692607,0.778210116732,0.778210116732,1.94552529183,4.28015564202,92.9961089494,0.0,0.778210116732
CHR-1-Sequence-123,28.0155642023,36.9649805447,35.0194552529,0.0,0.0,24.1245136187,31.906614786,43.9688715953,0.0,0.0,13.2295719844,29.9610894942,56.420233463,0.389105058366,0.0
CHR-1-Sequence-124,31.906614786,32.2957198444,35.7976653696,0.0,0.0,29.1828793774,30.3501945525,40.0778210117,0.389105058366,0.0,12.8404669261,31.5175097276,55.2529182879,0.0,0.389105058366
CHR-1-Sequence-125,15.953307393,30.7392996109,53.3073929961,0.0,0.0,14.7859922179,26.4591439689,57.5875486381,0.778210116732,0.389105058366,8.56031128405,27.626459144,63.4241245136,0.0,0.389105058366
CHR-1-Sequence-126,12.8404669261,33.0739299611,54.0856031128,0.0,0.0,15.5642023346,25.6809338521,58.3657587549,0.389105058366,0.0,7.78210116732,27.626459144,64.2023346304,0.389105058366,0.0
CHR-1-Sequence-127,21.7898832685,36.5758754864,41.2451361868,0.389105058366,0.0,26.4591439689,28.7937743191,43.9688715953,0.778210116732,0.0,19.0661478599,29.5719844358,50.1945525292,0.389105058366,0.778210116732
CHR-1-Sequence-128,10.8949416342,27.2373540856,61.8677042802,0.0,0.0,10.8949416342,23.7354085603,64.2023346304,1.1673151751,0.0,5.05836575875,24.1245136187,70.4280155642,0.389105058366,0.0
CHR-1-Sequence-129,14.0077821012,31.906614786,53.6964980545,0.389105058366,0.0,10.8949416342,29.5719844358,59.1439688716,0.389105058366,0.0,2.33463035019,21.4007782101,75.0972762646,0.778210116732,0.389105058366
CHR-1-Sequence-131,10.1167315175,32.6848249027,57.1984435798,0.0,0.0,11.673151751,28.4046692607,58.7548638132,0.778210116732,0.389105058366,9.72762645914,32.6848249027,57.5875486381,0.0,0.0
CHR-1-Sequence-132,19.4552529183,36.186770428,44.3579766537,0.0,0.0,18.2879377432,30.3501945525,50.9727626459,0.389105058366,0.0,10.5058365759,25.6809338521,62.2568093385,0.389105058366,1.1673151751
CHR-1-Sequence-135,3.11284046693,16.7315175097,79.766536965,0.389105058366,0.0,1.1673151751,12.0622568093,84.8249027237,1.1673151751,0.778210116732,0.0,3.89105058366,96.1089494163,0.0,0.0
CHR-1-Sequence-140,8.56031128405,26.8482490272,64.5914396887,0.0,0.0,5.83657587549,20.233463035,73.9299610895,0.0,0.0,1.1673151751,17.5097276265,81.3229571984,0.0,0.0
CHR-1-Sequence-141,33.4630350195,37.7431906615,28.7937743191,0.0,0.0,25.2918287938,28.4046692607,45.5252918288,0.778210116732,0.0,10.8949416342,25.2918287938,61.8677042802,1.55642023346,0.389105058366
CHR-1-Sequence-142,8.56031128405,29.1828793774,62.2568093385,0.0,0.0,2.33463035019,14.7859922179,81.3229571984,1.55642023346,0.0,1.1673151751,14.0077821012,83.6575875486,1.1673151751,0.0
CHR-1-Sequence-143,11.2840466926,34.6303501946,54.0856031128,0.0,0.0,12.8404669261,26.8482490272,59.9221789883,0.389105058366,0.0,4.28015564202,21.7898832685,73.1517509728,0.778210116732,0.0
CHR-1-Sequence-144,11.2840466926,29.9610894942,58.3657587549,0.389105058366,0.0,6.61478599222,26.0700389105,66.9260700389,0.0,0.389105058366,4.28015564202,26.8482490272,68.8715953307,0.0,0.0
CHR-1-Sequence-145,21.4007782101,35.7976653696,42.4124513619,0.389105058366,0.0,20.233463035,24.9027237354,54.4747081712,0.389105058366,0.0,7.78210116732,27.2373540856,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-147,1.1673151751,13.2295719844,85.6031128405,0.0,0.0,0.0,5.05836575875,94.1634241245,0.778210116732,0.0,0.389105058366,4.66926070039,93.7743190661,0.778210116732,0.389105058366
CHR-1-Sequence-149,21.0116731518,29.9610894942,49.0272373541,0.0,0.0,15.1750972763,34.6303501946,48.6381322957,1.55642023346,0.0,15.953307393,31.1284046693,51.7509727626,0.389105058366,0.778210116732
CHR-1-Sequence-153,21.0116731518,38.5214007782,40.46692607,0.0,0.0,17.8988326848,32.6848249027,49.4163424125,0.0,0.0,11.673151751,30.7392996109,57.5875486381,0.0,0.0
CHR-1-Sequence-154,0.778210116732,5.05836575875,94.1634241245,0.0,0.0,0.0,6.61478599222,91.0505836576,1.55642023346,0.778210116732,0.389105058366,6.22568093385,92.9961089494,0.389105058366,0.0
CHR-1-Sequence-157,4.28015564202,28.0155642023,67.7042801556,0.0,0.0,7.78210116732,18.2879377432,73.9299610895,0.0,0.0,2.72373540856,21.7898832685,74.7081712062,0.778210116732,0.0
CHR-1-Sequence-158,24.513618677,33.4630350195,41.6342412451,0.0,0.389105058366,20.6225680934,27.626459144,51.7509727626,0.0,0.0,9.33852140078,27.2373540856,63.4241245136,0.0,0.0
CHR-1-Sequence-159,24.9027237354,30.3501945525,44.3579766537,0.389105058366,0.0,21.4007782101,23.7354085603,54.8638132296,0.0,0.0,8.94941634241,26.0700389105,64.9805447471,0.0,0.0
CHR-1-Sequence-160,19.0661478599,37.7431906615,43.1906614786,0.0,0.0,14.0077821012,34.6303501946,50.9727626459,0.389105058366,0.0,5.44747081712,29.9610894942,64.2023346304,0.389105058366,0.0
CHR-1-Sequence-162,3.11284046693,27.2373540856,69.6498054475,0.0,0.0,2.33463035019,21.0116731518,74.3190661479,1.94552529183,0.389105058366,0.0,8.94941634241,90.2723735409,0.389105058366,0.389105058366
CHR-1-Sequence-163,17.8988326848,31.906614786,50.1945525292,0.0,0.0,14.0077821012,17.8988326848,67.7042801556,0.389105058366,0.0,4.66926070039,20.233463035,74.7081712062,0.389105058366,0.0
CHR-1-Sequence-164,29.1828793774,36.186770428,34.2412451362,0.389105058366,0.0,24.9027237354,26.0700389105,48.6381322957,0.389105058366,0.0,14.7859922179,21.0116731518,63.4241245136,0.778210116732,0.0
CHR-1-Sequence-166,25.6809338521,31.1284046693,43.1906614786,0.0,0.0,23.3463035019,27.626459144,48.2490272374,0.778210116732,0.0,12.4513618677,30.7392996109,56.8093385214,0.0,0.0
CHR-1-Sequence-168,11.673151751,34.2412451362,54.0856031128,0.0,0.0,14.0077821012,25.2918287938,59.9221789883,0.389105058366,0.389105058366,7.78210116732,30.3501945525,61.4785992218,0.0,0.389105058366
CHR-1-Sequence-171,14.7859922179,37.7431906615,47.4708171206,0.0,0.0,16.3424124514,26.0700389105,57.1984435798,0.389105058366,0.0,4.28015564202,21.7898832685,73.1517509728,0.778210116732,0.0
CHR-1-Sequence-172,17.1206225681,32.6848249027,50.1945525292,0.0,0.0,16.3424124514,30.3501945525,52.9182879377,0.389105058366,0.0,11.673151751,28.4046692607,59.9221789883,0.0,0.0
CHR-1-Sequence-173,7.78210116732,28.0155642023,64.2023346304,0.0,0.0,8.94941634241,23.3463035019,66.9260700389,0.778210116732,0.0,6.22568093385,25.2918287938,67.7042801556,0.778210116732,0.0
CHR-1-Sequence-174,17.5097276265,35.4085603113,47.0817120623,0.0,0.0,19.0661478599,34.2412451362,46.6926070039,0.0,0.0,8.56031128405,31.906614786,59.53307393,0.0,0.0
CHR-1-Sequence-175,21.7898832685,29.9610894942,48.2490272374,0.0,0.0,21.0116731518,27.2373540856,51.3618677043,0.389105058366,0.0,8.56031128405,25.6809338521,65.3696498054,0.389105058366,0.0
CHR-1-Sequence-176,12.4513618677,26.8482490272,60.7003891051,0.0,0.0,8.56031128405,21.7898832685,68.4824902724,0.389105058366,0.778210116732,5.05836575875,17.5097276265,76.2645914397,0.778210116732,0.389105058366
CHR-1-Sequence-177,13.2295719844,26.8482490272,59.53307393,0.389105058366,0.0,11.673151751,24.9027237354,63.4241245136,0.0,0.0,5.83657587549,24.513618677,69.6498054475,0.0,0.0
CHR-1-Sequence-178,27.626459144,31.5175097276,40.8560311284,0.0,0.0,27.626459144,26.4591439689,45.9143968872,0.0,0.0,18.2879377432,31.5175097276,49.0272373541,0.778210116732,0.389105058366
CHR-1-Sequence-181,25.2918287938,32.6848249027,42.0233463035,0.0,0.0,27.626459144,24.9027237354,46.3035019455,0.778210116732,0.389105058366,16.3424124514,32.6848249027,49.8054474708,0.778210116732,0.389105058366
CHR-1-Sequence-182,23.7354085603,33.8521400778,42.0233463035,0.0,0.389105058366,21.0116731518,31.906614786,47.0817120623,0.0,0.0,9.72762645914,30.7392996109,59.1439688716,0.0,0.389105058366
CHR-1-Sequence-185,23.3463035019,35.0194552529,41.6342412451,0.0,0.0,21.4007782101,30.3501945525,47.859922179,0.389105058366,0.0,10.8949416342,28.4046692607,60.3112840467,0.389105058366,0.0
CHR-1-Sequence-186,19.0661478599,34.2412451362,46.6926070039,0.0,0.0,17.5097276265,27.2373540856,54.8638132296,0.0,0.389105058366,9.72762645914,25.2918287938,64.9805447471,0.0,0.0
CHR-1-Sequence-187,12.8404669261,32.6848249027,54.4747081712,0.0,0.0,20.6225680934,27.626459144,50.9727626459,0.389105058366,0.389105058366,12.4513618677,40.8560311284,46.6926070039,0.0,0.0
CHR-1-Sequence-191,29.1828793774,36.9649805447,33.4630350195,0.389105058366,0.0,26.8482490272,30.3501945525,42.8015564202,0.0,0.0,16.7315175097,29.1828793774,53.3073929961,0.389105058366,0.389105058366
CHR-1-Sequence-193,22.5680933852,33.0739299611,43.9688715953,0.0,0.389105058366,19.8443579767,32.6848249027,47.0817120623,0.389105058366,0.0,8.94941634241,29.9610894942,61.0894941634,0.0,0.0
CHR-1-Sequence-194,30.3501945525,31.5175097276,38.1322957198,0.0,0.0,31.1284046693,28.0155642023,40.46692607,0.389105058366,0.0,18.6770428016,35.0194552529,45.5252918288,0.389105058366,0.389105058366
CHR-1-Sequence-197,26.4591439689,36.9649805447,36.5758754864,0.0,0.0,24.513618677,29.5719844358,45.9143968872,0.0,0.0,14.3968871595,33.4630350195,51.7509727626,0.389105058366,0.0
CHR-1-Sequence-198,12.0622568093,42.0233463035,45.5252918288,0.0,0.389105058366,12.8404669261,26.4591439689,60.3112840467,0.389105058366,0.0,4.66926070039,26.8482490272,68.093385214,0.389105058366,0.0
CHR-1-Sequence-199,7.39299610895,29.9610894942,62.6459143969,0.0,0.0,8.56031128405,20.233463035,70.4280155642,0.389105058366,0.389105058366,5.83657587549,23.3463035019,70.0389105058,0.778210116732,0.0
CHR-1-Sequence-202,17.5097276265,32.2957198444,50.1945525292,0.0,0.0,13.2295719844,33.8521400778,52.5291828794,0.389105058366,0.0,3.50194552529,33.0739299611,62.6459143969,0.778210116732,0.0
CHR-1-Sequence-203,14.7859922179,34.2412451362,50.9727626459,0.0,0.0,14.3968871595,28.7937743191,56.0311284047,0.778210116732,0.0,7.78210116732,22.9571984436,68.4824902724,0.389105058366,0.389105058366
CHR-1-Sequence-209,8.56031128405,23.7354085603,67.3151750973,0.389105058366,0.0,7.39299610895,16.3424124514,75.8754863813,0.389105058366,0.0,0.389105058366,10.8949416342,87.9377431907,0.778210116732,0.0
CHR-1-Sequence-213,7.78210116732,28.4046692607,63.813229572,0.0,0.0,5.83657587549,19.8443579767,73.1517509728,0.778210116732,0.389105058366,0.389105058366,10.8949416342,87.5486381323,1.1673151751,0.0
CHR-1-Sequence-214,19.0661478599,36.186770428,44.7470817121,0.0,0.0,22.1789883268,26.8482490272,50.5836575875,0.389105058366,0.0,10.1167315175,28.7937743191,60.3112840467,0.0,0.778210116732
